,price,latitude,longitude,to_path
0,163.0,40.72613,-74.04811,765.2121450010324
1,82.0,40.73742,-74.05255,1051.763602525309
2,90.0,40.725429999999996,-74.06369000000001,885.1303809158794
3,395.0,40.72119,-74.04085,203.63356940840004
4,2000.0,40.72813,-74.07037,805.1592861582361
5,90.0,40.71386,-74.06325,1856.7139463752746
6,189.0,40.71055,-74.08521999999999,3115.5217365683648
7,200.0,40.710770000000004,-74.03833,834.2508602974278
8,100.0,40.71663,-74.05799,1331.6230842218088
9,100.0,40.710190000000004,-74.06026,1846.183066880249
10,80.0,40.71266,-74.06329000000001,1915.9678607853396
11,35.0,40.71203,-74.06532,2100.688031536843
12,55.0,40.712579999999996,-74.06284000000001,1886.172481786289
13,75.0,40.72072,-74.04637,283.47034273843775
14,135.0,40.71979,-74.04549,218.69914604774115
15,69.0,40.70552,-74.0969,4170.769816937861
16,77.0,40.7268,-74.04791,819.284293700413
17,49.0,40.72137,-74.04642,304.5563362178873
18,85.0,40.72268,-74.04251,254.79420323178664
19,45.0,40.726690000000005,-74.04805,814.8294996248254
20,65.0,40.738890000000005,-74.05091,1249.648558372979
21,100.0,40.74791,-74.042,1758.6240427595387
22,85.0,40.71839,-74.04522,291.30124021947614
23,178.0,40.7145,-74.03560999999999,371.14777505090785
24,55.0,40.72319,-74.04842,548.923586420045
25,75.0,40.72717,-74.06368,691.9403293311373
26,80.0,40.7362,-74.03975,889.7854865751283
27,60.0,40.71839,-74.04522,291.30124021947614
28,185.0,40.71373,-74.0363,472.54700428828085
29,90.0,40.71714,-74.0491,628.5607566903561
30,169.0,40.71771,-74.03924,440.009462443305
31,200.0,40.71,-74.05906999999999,1781.6439721007112
32,189.0,40.71396,-74.03678000000001,485.0246952146454
33,179.0,40.71591,-74.0364,352.6897608460117
34,179.0,40.717420000000004,-74.03994,423.76353844191
35,120.0,40.723690000000005,-74.07131,1250.05573596655
36,125.0,40.71355,-74.03374000000001,375.05891817349897
37,50.0,40.71225,-74.06496,2062.603692039415
38,33.0,40.72972,-74.06976999999999,647.5335021054624
39,35.0,40.71228,-74.07474,2520.1590538465466
40,150.0,40.71198,-74.05905,1645.9267361868733
41,130.0,40.72061,-74.05058000000001,637.5659130931587
42,89.0,40.72096,-74.07383,1619.5535048013169
43,130.0,40.71063,-74.07004,2527.3846067182712
44,180.0,40.74235,-74.04666,1660.3287392260902
45,38.0,40.738440000000004,-74.04956999999999,1327.7623218601514
46,90.0,40.69279,-74.08859,4922.736783636512
47,30.0,40.71156,-74.07323000000001,2552.1768272615136
48,300.0,40.71578,-74.03588,315.3127948146258
49,375.0,40.7147,-74.03586999999999,373.5576335813884
50,245.0,40.7195,-74.04363000000001,113.85138023051366
51,300.0,40.712379999999996,-74.03373,500.1297786025141
52,300.0,40.71933,-74.03059,322.5020133515545
53,345.0,40.71933,-74.03059,322.5020133515545
54,125.0,40.7158,-74.04391,518.4171909270799
55,209.0,40.72426,-74.03671,683.7980836492281
56,251.0,40.72426,-74.03671,683.7980836492281
57,65.0,40.7034,-74.09718000000001,4363.660442196011
58,179.0,40.71577,-74.03558000000001,292.0892931352481
59,275.0,40.71373,-74.0345,381.67891334415623
60,16.0,40.70946,-74.07432,2802.5040119843484
61,140.0,40.72929,-74.07324,917.066538248346
62,155.0,40.72721,-74.03303000000001,960.8913059917335
63,55.0,40.737320000000004,-74.04903,1323.3097153406156
64,125.0,40.73987,-74.05443000000001,1070.4530996863405
65,114.0,40.72612,-74.04989,857.6961927898413
66,300.0,40.74013,-74.04638,1538.4504011349602
67,129.0,40.71987,-74.07382,1723.5478435894333
68,85.0,40.72509,-74.04261,519.7451136706883
69,233.0,40.72365,-74.03602,692.9268970583988
70,332.0,40.72426,-74.03671,683.7980836492281
71,150.0,40.71962,-74.0737,1742.9272546612117
72,110.0,40.7168,-74.07616,2117.6194717875437
73,69.0,40.71202,-74.05754,1540.0681234825668
74,195.0,40.7149,-74.03435,265.70707026922986
75,80.0,40.72852,-74.0471,962.6312233337164
76,95.0,40.71857,-74.04516,272.7560770797641
77,60.0,40.72419,-74.05001999999999,723.2897462736211
78,60.0,40.7243,-74.05055,767.0433616240999
79,180.0,40.71617,-74.03506999999999,236.69985358939763
80,60.0,40.73081,-74.06815999999999,465.7107518611764
81,90.0,40.711259999999996,-74.06053,1794.2681404717177
82,115.0,40.72413,-74.04725,544.3171823154247
83,185.0,40.71382,-74.03654,480.1132135932913
84,70.0,40.726279999999996,-74.06352,791.0836296685297
85,585.0,40.723279999999995,-74.04555,381.89208795619334
86,170.0,40.7131,-74.03475999999999,453.9656550003953
87,150.0,40.723729999999996,-74.04035999999999,431.5311815702451
88,300.0,40.75022,-74.03889000000001,1837.607936690764
89,65.0,40.73291,-74.06744,310.2652825484562
90,195.0,40.72787,-74.07708000000001,1277.1547016713673
91,299.0,40.717209999999994,-74.03863,515.6142990844758
92,135.0,40.713440000000006,-74.0359,474.12892341504045
93,245.0,40.72704,-74.04634,786.1900094830916
94,95.0,40.71686,-74.04258,397.33252266027074
95,58.0,40.71759,-74.04458000000001,340.30587690734353
96,45.0,40.70353,-74.09604,4290.907641982049
97,56.0,40.723729999999996,-74.04994,689.2540588354957
98,75.0,40.73615,-74.04061999999999,962.4047430158823
99,67.0,40.71869,-74.0675,1662.784007086705
100,125.0,40.72764,-74.04105,819.0650815802808
101,89.0,40.73297,-74.06844,392.84283639154296
102,60.0,40.72817,-74.07184000000001,892.1112243197981
103,208.0,40.72254,-74.03685,573.3289309581768
104,263.0,40.72254,-74.03685,573.3289309581768
105,100.0,40.71626,-74.08065,2375.621004031916
106,95.0,40.745470000000005,-74.04239,1576.0400841286357
107,194.0,40.7228,-74.0368,589.5436920502419
108,275.0,40.75558,-74.04381,2557.5400438697693
109,40.0,40.70445,-74.09651,4238.186462497778
110,109.0,40.719590000000004,-74.04056,228.80183449985657
111,125.0,40.72385,-74.0452,422.33040767905123
112,233.0,40.72461,-74.03798,631.6725739695606
113,99.0,40.72435,-74.05066,777.8512755564717
114,90.0,40.691559999999996,-74.08962,5076.238918278175
115,76.0,40.72502,-74.04845999999999,686.0547095815974
116,245.0,40.71095,-74.05962,1751.9297707483609
117,95.0,40.69135,-74.08955999999999,5087.079633052823
118,140.0,40.72376,-74.0445,390.82402746980824
119,75.0,40.722359999999995,-74.04682,385.3140211235149
120,263.0,40.72254,-74.03685,573.3289309581768
121,100.0,40.717209999999994,-74.03938000000001,471.88094362394963
122,45.0,40.73788,-74.04977,1287.176932669598
123,109.0,40.71758,-74.04652,431.37733654057575
124,105.0,40.71656,-74.07836999999999,2237.7044776648236
125,299.0,40.7273,-74.03103,909.1518390595155
126,33.0,40.72299,-74.05083,717.4862542455323
127,499.0,40.735170000000004,-74.04387,1233.3205913153993
128,299.0,40.726079999999996,-74.03061,1038.5886706262727
129,160.0,40.74796,-74.04303,1817.3780059015673
130,203.0,40.722840000000005,-74.03679,592.3002578112523
131,203.0,40.722840000000005,-74.03679,592.3002578112523
132,208.0,40.72252,-74.03676999999999,578.600892941164
133,149.0,40.71777,-74.04026,376.50667174600505
134,209.0,40.71775,-74.03877,466.92268381436395
135,39.0,40.717079999999996,-74.04399000000001,379.6321852931313
136,110.0,40.7202,-74.04324,29.892752640027464
137,79.0,40.72338,-74.04911,609.2228056344858
138,44.0,40.72343,-74.04898,603.0617468309595
139,79.0,40.72355,-74.04888000000001,603.6178346226271
140,44.0,40.72181,-74.04862,496.19969166297494
141,75.0,40.723459999999996,-74.05055,718.8178602091115
142,80.0,40.75743,-74.04843000000001,2935.2044583747615
143,65.0,40.716390000000004,-74.04266,448.774294169291
144,150.0,40.69664,-74.10257,5232.809550092136
145,350.0,40.72844,-74.03295,830.6417729976706
146,39.0,40.74149,-74.06429,899.2469867332806
147,185.0,40.72065,-74.04814,431.81512956920824
148,139.0,40.71926,-74.04169,172.0287389835828
149,268.0,40.73205,-74.06999,542.0126481619943
150,130.0,40.73003,-74.0435,1067.7796148941036
151,89.0,40.73348,-74.06805,357.0943932350838
152,82.0,40.72534,-74.07198000000001,1129.5341988543908
153,79.0,40.71111,-74.06366,2026.1519754306842
154,185.0,40.738009999999996,-74.07985,1447.2874113495716
155,499.0,40.73361,-74.04319,1191.9423984533762
156,60.0,40.728229999999996,-74.07042,800.0599122484178
157,75.0,40.75073,-74.04889,2301.009528317986
158,145.0,40.71816,-74.04021,346.6038543341727
159,65.0,40.73237,-74.06081,279.1169075534755
160,60.0,40.73381,-74.0622,144.54231583902188
161,60.0,40.73359,-74.06235,126.28846008714301
162,116.0,40.71909,-74.0387,395.2003853096736
163,149.0,40.72252,-74.03676999999999,578.600892941164
164,90.0,40.721379999999996,-74.03692,527.7606297192342
165,140.0,40.70884,-74.1052,4433.861374180329
166,149.0,40.71417,-74.03681,472.3934705941897
167,143.0,40.71935,-74.03956,317.0130575663529
168,32.0,40.73382,-74.05663,609.486051136766
169,42.0,40.73421,-74.05641,632.7076182165522
170,120.0,40.71132,-74.0583,1638.41578367294
171,145.0,40.71128,-74.05898,1686.682016842796
172,120.0,40.724959999999996,-74.03769,676.9203200364526
173,85.0,40.72166,-74.08055,1922.5764256258915
174,136.0,40.72368,-74.04285,362.255579449538
175,250.0,40.71432,-74.03569,389.7962803478759
