listing_id,date
72548,2013-05-05
72548,2013-06-21
72548,2013-07-21
72548,2013-08-10
72548,2013-08-30
72548,2013-09-17
72548,2013-09-23
72548,2013-10-05
72548,2013-11-11
72548,2013-11-24
72548,2013-12-11
72548,2013-12-30
72548,2014-01-25
72548,2014-02-14
72548,2014-03-10
72548,2014-03-21
72548,2014-03-29
72548,2014-04-04
72548,2014-04-21
72548,2014-04-29
72548,2014-06-05
72548,2014-06-16
72548,2014-06-23
72548,2014-07-24
72548,2014-08-11
72548,2014-08-21
72548,2014-09-08
72548,2014-09-22
72548,2014-10-13
72548,2014-10-24
72548,2014-10-31
72548,2014-11-09
72548,2014-12-15
72548,2014-12-26
72548,2015-02-25
72548,2015-03-20
72548,2015-05-18
72548,2015-06-24
72548,2015-07-25
72548,2015-08-19
72548,2015-09-01
72548,2015-10-15
72548,2015-10-24
72548,2015-11-08
72548,2016-04-20
72548,2016-05-19
72548,2018-07-22
72548,2018-10-22
215768,2011-09-13
215768,2011-09-21
215768,2011-10-22
215768,2011-10-30
215768,2011-11-20
215768,2011-12-04
215768,2011-12-14
215768,2012-01-03
215768,2012-01-16
215768,2012-03-07
215768,2012-03-19
215768,2012-03-30
215768,2012-04-06
215768,2012-04-13
215768,2012-05-02
215768,2012-05-18
215768,2012-06-01
215768,2012-06-10
215768,2012-06-21
215768,2012-08-13
215768,2012-10-04
215768,2012-10-29
215768,2012-11-20
215768,2012-12-03
215768,2013-01-03
215768,2013-03-12
215768,2013-03-21
215768,2013-04-11
215768,2013-04-24
215768,2013-05-03
215768,2013-05-14
215768,2013-05-23
215768,2013-07-14
215768,2013-08-06
215768,2013-08-26
215768,2013-09-07
215768,2013-09-22
215768,2013-10-05
215768,2013-10-20
215768,2013-11-06
215768,2013-12-05
215768,2014-04-03
215768,2014-06-02
215768,2014-06-22
215768,2014-07-16
215768,2014-08-16
215768,2014-08-23
215768,2014-08-28
215768,2014-09-05
215768,2014-10-13
215768,2014-10-23
215768,2014-11-06
215768,2014-12-01
215768,2015-02-22
215768,2015-03-27
215768,2015-04-10
215768,2015-04-19
215768,2015-05-04
215768,2015-05-13
215768,2015-05-19
215768,2015-08-22
215768,2015-09-07
215768,2015-09-18
215768,2015-10-12
215768,2015-10-28
215768,2015-11-08
215768,2015-11-22
215768,2015-12-05
215768,2015-12-14
215768,2016-01-07
215768,2016-03-29
215768,2016-04-14
215768,2016-05-10
215768,2016-05-31
215768,2016-06-11
215768,2016-07-09
215768,2016-08-12
215768,2016-09-21
215768,2016-10-14
215768,2016-10-29
215768,2016-11-20
215768,2016-12-28
215768,2017-01-03
215768,2017-04-11
215768,2017-05-01
215768,2017-05-11
215768,2017-05-22
215768,2017-06-01
215768,2017-06-14
215768,2017-06-23
215768,2017-07-27
215768,2017-08-14
215768,2017-09-24
215768,2017-10-07
215768,2017-10-20
215768,2017-11-04
215768,2018-04-20
215768,2018-05-04
215768,2018-05-13
215768,2018-05-20
215768,2018-05-27
215768,2018-06-08
215768,2018-08-18
215768,2018-09-02
215768,2018-09-13
215768,2018-09-20
215768,2018-09-29
215768,2018-10-21
215768,2019-01-02
215768,2019-03-17
215768,2019-04-14
215768,2019-05-18
215768,2019-05-31
215768,2019-06-12
215768,2019-06-22
215768,2019-07-06
215768,2019-09-20
215768,2019-09-28
215768,2019-10-11
215768,2019-10-18
215768,2019-10-25
215768,2019-11-07
215768,2019-11-16
215768,2019-12-30
215768,2020-01-06
254245,2011-11-21
254245,2011-11-27
254245,2011-12-09
254245,2011-12-21
254245,2012-01-02
254245,2012-01-22
254245,2012-06-13
254245,2012-08-07
254245,2012-08-26
254245,2012-09-14
254245,2012-09-27
254245,2012-10-26
254245,2012-11-19
254245,2013-03-27
254245,2013-04-17
254245,2013-04-29
254245,2013-05-18
254245,2013-05-26
254245,2013-08-10
254245,2013-10-23
254245,2013-11-04
254245,2014-01-01
254245,2014-04-10
254245,2014-05-07
254245,2014-06-03
254245,2014-07-15
254245,2014-07-25
254245,2014-08-03
254245,2014-08-12
254245,2014-08-31
254245,2014-09-21
254245,2014-09-28
254245,2014-10-05
254245,2014-10-27
254245,2014-12-07
254245,2015-01-02
254245,2015-01-12
254245,2015-04-01
254245,2015-05-08
254245,2015-05-16
254245,2015-05-24
254245,2015-06-07
254245,2015-06-17
254245,2015-07-14
254245,2015-07-24
254245,2015-08-03
254245,2015-08-09
254245,2015-09-08
254245,2015-09-16
254245,2015-10-04
254245,2015-10-28
254245,2015-11-04
254245,2015-12-09
254245,2016-04-16
254245,2016-06-11
254245,2016-06-19
254245,2016-07-04
254245,2016-07-09
254245,2016-09-07
254245,2016-10-15
254245,2016-10-21
254245,2016-11-03
254245,2016-11-19
254245,2016-11-29
254245,2017-01-02
254245,2017-03-13
254245,2017-04-28
254245,2017-05-12
254245,2017-05-19
254245,2017-06-07
254245,2017-07-14
254245,2017-09-24
254245,2017-10-02
254245,2017-10-14
254245,2017-10-21
254245,2017-11-25
254245,2017-12-30
254245,2018-01-06
254245,2018-03-31
254245,2018-04-07
254245,2018-05-17
254245,2018-05-22
254245,2018-05-28
254245,2018-06-21
254245,2018-06-30
254245,2018-07-08
254245,2018-07-14
254245,2018-07-21
254245,2018-07-26
254245,2018-08-08
254245,2018-08-26
254245,2018-09-02
254245,2018-09-08
254245,2018-10-05
254245,2018-10-13
254245,2018-10-21
254245,2018-10-27
254245,2018-11-12
254245,2018-12-08
254245,2019-01-03
254245,2019-04-07
254245,2019-04-14
254245,2019-05-02
254245,2019-05-13
254245,2019-08-09
254245,2019-08-20
254245,2019-09-13
254245,2019-09-21
254245,2019-10-03
254245,2019-10-14
254245,2019-10-30
254245,2019-12-22
269266,2011-11-25
269266,2011-12-10
269266,2012-03-31
269266,2012-06-27
269266,2012-07-09
269266,2012-09-25
269266,2012-10-01
269266,2012-10-13
269266,2012-11-05
269266,2012-11-09
269266,2012-11-19
269266,2012-12-13
269266,2013-02-17
269266,2013-03-23
269266,2013-04-04
269266,2013-04-11
269266,2013-05-28
269266,2013-06-13
269266,2013-06-28
269266,2013-07-11
269266,2013-07-17
269266,2013-07-24
269266,2013-07-29
269266,2013-08-07
269266,2013-08-17
269266,2013-08-23
269266,2013-08-28
269266,2013-09-22
269266,2013-10-05
269266,2013-10-24
269266,2013-10-28
269266,2013-11-05
269266,2013-11-07
269266,2013-11-19
269266,2013-11-26
269266,2013-12-05
269266,2013-12-16
269266,2013-12-30
269266,2014-02-17
269266,2014-03-18
269266,2014-04-04
269266,2014-04-15
269266,2014-04-21
269266,2014-04-23
269266,2014-04-30
269266,2014-05-03
269266,2014-05-11
269266,2014-05-13
269266,2014-05-16
269266,2014-05-21
269266,2014-06-07
269266,2014-06-22
269266,2014-06-24
269266,2014-07-07
269266,2014-07-18
269266,2014-07-20
269266,2014-07-24
269266,2014-07-28
269266,2014-07-31
269266,2014-08-08
269266,2014-08-10
269266,2014-08-11
269266,2014-08-28
269266,2014-09-13
269266,2014-09-22
269266,2014-09-26
269266,2014-09-29
269266,2014-10-01
269266,2014-10-03
269266,2014-10-11
269266,2014-10-16
269266,2014-10-19
269266,2014-11-02
269266,2014-11-04
269266,2014-11-10
269266,2014-11-13
269266,2014-11-23
269266,2014-11-28
269266,2014-11-30
269266,2014-12-06
269266,2014-12-08
269266,2014-12-14
269266,2014-12-29
269266,2015-01-02
269266,2015-01-11
269266,2015-01-26
269266,2015-01-28
269266,2015-03-05
269266,2015-03-14
269266,2015-03-23
269266,2015-03-26
269266,2015-03-29
269266,2015-04-02
269266,2015-04-06
269266,2015-04-22
269266,2015-05-04
269266,2015-05-08
269266,2015-06-03
269266,2015-06-14
269266,2015-06-16
269266,2015-06-19
269266,2015-06-25
269266,2015-07-08
269266,2015-07-17
269266,2015-07-27
269266,2015-08-05
269266,2015-08-09
269266,2015-08-15
269266,2015-08-27
269266,2015-08-30
269266,2015-09-11
269266,2015-09-15
269266,2015-09-19
269266,2015-09-21
269266,2015-09-23
269266,2015-09-25
269266,2015-09-28
269266,2015-10-03
269266,2015-10-06
269266,2015-10-08
269266,2015-10-13
269266,2015-10-24
269266,2015-11-07
269266,2015-11-17
269266,2015-11-23
269266,2015-11-25
269266,2015-11-28
269266,2015-12-06
269266,2015-12-13
269266,2015-12-18
269266,2015-12-23
269266,2015-12-29
269266,2016-01-02
269266,2016-01-12
269266,2016-01-22
269266,2016-02-13
269266,2016-02-15
269266,2016-02-21
269266,2016-03-17
269266,2016-03-22
269266,2016-04-05
269266,2016-04-08
269266,2016-04-17
269266,2016-04-22
269266,2016-04-30
269266,2016-05-03
269266,2016-05-13
269266,2016-05-16
269266,2016-05-18
269266,2016-05-28
269266,2016-06-04
269266,2016-06-06
269266,2016-06-11
269266,2016-06-24
269266,2016-06-27
269266,2016-07-06
269266,2016-07-13
269266,2016-07-17
269266,2016-07-18
269266,2016-07-22
269266,2016-07-24
269266,2016-08-06
269266,2016-08-26
269266,2016-09-02
269266,2016-09-05
269266,2016-09-12
269266,2016-09-22
269266,2016-09-24
269266,2016-09-27
269266,2016-10-02
269266,2016-10-05
269266,2016-10-12
269266,2016-10-16
269266,2016-10-19
269266,2016-10-22
269266,2016-10-29
269266,2016-11-06
269266,2016-11-13
269266,2016-12-01
269266,2016-12-04
269266,2016-12-19
269266,2016-12-28
269266,2017-01-15
269266,2017-01-22
269266,2017-02-12
269266,2017-04-04
269266,2017-04-09
269266,2017-04-14
269266,2017-04-16
269266,2017-05-14
269266,2017-05-16
269266,2017-05-19
269266,2017-05-21
269266,2017-05-25
269266,2017-05-27
269266,2017-05-29
269266,2017-06-03
269266,2017-06-05
269266,2017-06-10
269266,2017-06-14
269266,2017-06-28
269266,2017-07-01
269266,2017-07-03
269266,2017-07-10
269266,2017-07-15
269266,2017-07-22
269266,2017-07-26
269266,2017-08-13
269266,2017-08-21
269266,2017-08-24
269266,2017-08-27
269266,2017-09-10
269266,2017-09-22
269266,2017-09-24
269266,2017-09-29
269266,2017-10-16
269266,2017-10-22
269266,2017-10-24
269266,2017-10-31
269266,2017-11-02
269266,2017-11-12
269266,2017-11-19
269266,2017-11-26
269266,2017-12-03
269266,2017-12-11
269266,2017-12-17
269266,2017-12-26
269266,2017-12-28
269266,2017-12-31
269266,2018-01-15
269266,2018-01-30
269266,2018-03-12
269266,2018-03-19
269266,2018-03-23
269266,2018-03-25
269266,2018-04-01
269266,2018-04-03
269266,2018-04-05
269266,2018-04-07
269266,2018-04-11
269266,2018-04-16
269266,2018-04-23
269266,2018-04-29
269266,2018-05-03
269266,2018-05-06
269266,2018-05-11
269266,2018-05-13
269266,2018-05-24
269266,2018-05-30
269266,2018-06-03
269266,2018-06-09
269266,2018-06-11
269266,2018-06-16
269266,2018-06-21
269266,2018-06-25
269266,2018-07-08
269266,2018-07-12
269266,2018-07-14
269266,2018-07-16
269266,2018-07-19
269266,2018-07-25
269266,2018-07-27
269266,2018-07-29
269266,2018-08-06
269266,2018-08-08
269266,2018-08-11
269266,2018-08-25
269266,2018-08-27
269266,2018-08-29
269266,2018-09-04
269266,2018-09-06
269266,2018-09-14
269266,2018-09-21
269266,2018-09-29
269266,2018-10-02
269266,2018-10-05
269266,2018-10-08
269266,2018-10-14
269266,2018-10-18
269266,2018-10-22
269266,2018-10-25
269266,2018-10-28
269266,2018-10-31
269266,2018-11-03
269266,2018-11-06
269266,2018-11-13
269266,2018-11-26
269266,2018-12-01
269266,2018-12-04
269266,2018-12-09
269266,2018-12-14
269266,2018-12-17
269266,2018-12-26
269266,2019-01-01
269266,2019-01-21
269266,2019-02-19
269266,2019-03-10
269266,2019-03-17
269266,2019-04-08
269266,2019-04-22
269266,2019-04-29
269266,2019-05-03
269266,2019-05-05
269266,2019-05-13
269266,2019-05-20
269266,2019-05-24
269266,2019-05-27
269266,2019-06-05
269266,2019-06-16
269266,2019-06-19
269266,2019-06-23
269266,2019-07-03
269266,2019-07-13
269266,2019-07-14
269266,2019-07-26
269266,2019-07-28
269266,2019-08-02
269266,2019-08-14
269266,2019-08-18
269266,2019-08-25
269266,2019-08-30
269266,2019-08-31
269266,2019-09-03
269266,2019-09-11
269266,2019-09-14
269266,2019-09-17
269266,2019-09-22
269266,2019-09-25
269266,2019-09-29
269266,2019-10-05
269266,2019-10-07
269266,2019-10-11
269266,2019-10-13
269266,2019-10-15
269266,2019-10-25
269266,2019-10-30
269266,2019-11-06
269266,2019-11-10
269266,2019-11-17
269266,2019-11-24
269266,2019-11-27
269266,2019-12-01
269266,2019-12-06
269266,2019-12-08
269266,2019-12-12
269266,2019-12-21
269266,2020-01-16
269266,2020-01-31
269266,2020-02-04
270245,2011-12-17
270245,2012-01-02
270245,2012-03-13
270245,2012-03-27
270245,2012-05-03
270245,2012-05-14
270245,2012-05-17
270245,2012-05-25
270245,2012-06-12
270245,2012-07-01
270245,2012-09-17
270245,2012-10-08
270245,2012-10-17
270245,2012-12-23
270245,2013-06-27
270245,2013-07-19
270245,2013-09-08
270245,2013-10-17
270245,2013-11-17
270245,2013-12-03
270245,2013-12-07
270245,2013-12-29
270245,2014-01-19
270245,2014-03-17
270245,2014-04-23
270245,2014-05-01
270245,2014-07-02
270245,2014-08-05
270245,2014-08-14
270245,2014-08-25
270245,2014-08-29
270245,2014-09-06
270245,2014-09-09
270245,2014-09-21
270245,2014-09-24
270245,2014-09-29
270245,2014-10-12
270245,2014-10-20
270245,2014-10-24
270245,2014-10-31
270245,2014-11-25
270245,2014-12-16
270245,2014-12-30
270245,2015-02-01
270245,2015-03-07
270245,2015-03-28
270245,2015-04-01
270245,2015-04-05
270245,2015-04-25
270245,2015-05-16
270245,2015-06-03
270245,2015-06-07
270245,2015-06-23
270245,2015-06-30
270245,2015-07-05
270245,2015-07-08
270245,2015-07-19
270245,2015-07-23
270245,2015-07-28
270245,2015-08-07
270245,2015-08-10
270245,2015-08-23
270245,2015-08-27
270245,2015-09-12
270245,2015-09-22
270245,2015-09-28
270245,2015-10-06
270245,2015-10-09
270245,2015-10-13
270245,2015-10-24
270245,2015-10-26
270245,2015-11-10
270245,2015-11-15
270245,2015-11-27
270245,2015-12-01
270245,2015-12-11
270245,2015-12-14
270245,2015-12-27
270245,2016-01-06
270245,2016-01-13
270245,2016-01-20
270245,2016-02-02
270245,2016-02-24
270245,2016-02-28
270245,2016-03-11
270245,2016-03-19
270245,2016-04-17
270245,2016-04-28
270245,2016-05-10
270245,2016-05-13
270245,2016-06-02
270245,2016-06-07
270245,2016-06-28
270245,2016-07-03
270245,2016-07-08
270245,2016-07-24
270245,2016-08-12
270245,2016-08-15
270245,2016-08-26
270245,2016-09-08
270245,2016-09-18
270245,2016-09-23
270245,2016-09-27
270245,2016-10-03
270245,2016-10-17
270245,2016-10-28
270245,2016-11-02
270245,2016-11-11
270245,2016-11-27
270245,2016-12-01
270245,2016-12-07
270245,2016-12-11
270245,2016-12-24
270245,2016-12-26
270245,2017-01-02
270245,2017-01-07
270245,2017-01-17
270245,2017-02-16
270245,2017-02-19
270245,2017-02-25
270245,2017-03-08
270245,2017-03-22
270245,2017-04-06
270245,2017-04-10
270245,2017-05-26
270245,2017-05-29
270245,2017-06-13
270245,2017-06-16
270245,2017-06-29
270245,2017-07-02
270245,2017-07-10
270245,2017-07-17
270245,2017-07-29
270245,2017-08-06
270245,2017-08-09
270245,2017-08-20
270245,2017-08-24
270245,2017-09-02
270245,2017-09-07
270245,2017-09-16
270245,2017-09-20
270245,2017-09-24
270245,2017-10-03
270245,2017-10-09
270245,2017-10-13
270245,2017-10-22
270245,2017-10-26
270245,2017-11-02
270245,2017-11-07
270245,2017-11-26
270245,2017-12-04
270245,2017-12-29
270245,2018-01-01
270245,2018-01-20
270245,2018-02-20
270245,2018-03-12
270245,2018-03-19
270245,2018-03-23
270245,2018-03-26
270245,2018-04-02
270245,2018-04-16
270245,2018-05-07
270245,2018-05-14
270245,2018-05-21
270245,2018-06-04
270245,2018-06-13
270245,2018-06-17
270245,2018-07-02
270245,2018-07-03
270245,2018-07-07
270245,2018-07-10
270245,2018-07-16
270245,2018-07-23
270245,2018-08-20
270245,2018-09-05
270245,2018-09-10
270245,2018-09-17
270245,2018-09-25
270245,2018-09-28
270245,2018-10-06
270245,2018-10-21
270245,2018-11-05
270245,2018-11-25
270245,2018-12-02
270245,2018-12-10
270245,2018-12-29
270245,2019-01-02
270245,2019-02-18
270245,2019-02-25
270245,2019-03-25
270245,2019-03-31
270245,2019-04-08
270245,2019-04-22
270245,2019-04-29
270245,2019-05-12
270245,2019-05-20
270245,2019-06-17
270245,2019-06-24
270245,2019-07-01
270245,2019-07-07
270245,2019-07-15
270245,2019-07-22
270245,2019-07-29
270245,2019-08-19
270245,2019-08-26
270245,2019-08-31
270245,2019-09-03
270245,2019-09-09
270245,2019-09-23
270245,2019-10-04
270245,2019-10-07
270245,2019-10-14
270245,2019-10-28
270245,2019-11-04
270245,2019-11-11
270245,2019-11-28
270245,2020-01-01
270245,2020-04-17
271255,2012-04-16
271255,2012-05-12
271255,2012-06-07
271255,2012-06-15
271255,2012-07-26
271255,2012-07-31
271255,2012-08-09
271255,2012-08-12
271255,2012-09-09
271255,2012-09-30
271255,2012-10-16
271255,2013-05-17
271255,2013-05-25
271255,2013-05-28
271255,2013-06-15
271255,2013-08-30
271255,2013-09-23
271255,2013-10-07
271255,2013-10-21
271255,2013-11-01
271255,2013-11-07
271255,2013-12-02
271255,2014-02-04
271255,2014-03-17
271255,2014-03-24
271255,2014-03-27
271255,2014-04-29
271255,2014-05-06
271255,2014-05-24
271255,2014-06-17
271255,2014-07-13
271255,2014-07-19
271255,2014-07-23
271255,2014-08-13
271255,2014-08-25
271255,2014-08-31
271255,2014-09-05
271255,2014-10-01
271255,2014-10-18
271255,2014-10-25
271255,2014-11-01
271255,2014-11-17
271255,2014-12-05
271255,2014-12-14
271255,2014-12-19
271255,2014-12-23
271255,2015-03-16
271255,2015-03-20
271255,2015-04-02
271255,2015-04-12
271255,2015-04-15
271255,2015-05-11
271255,2015-05-19
271255,2015-05-29
271255,2015-06-11
271255,2015-06-14
271255,2015-06-21
271255,2015-06-28
271255,2015-07-03
271255,2015-07-07
271255,2015-07-17
271255,2015-07-26
271255,2015-08-07
271255,2015-08-10
271255,2015-08-13
271255,2015-08-23
271255,2015-08-26
271255,2015-09-06
271255,2015-09-16
271255,2015-09-21
271255,2015-09-24
271255,2015-10-06
271255,2015-10-18
271255,2015-10-26
271255,2015-11-04
271255,2015-11-09
271255,2015-12-01
271255,2015-12-12
271255,2016-01-03
271255,2016-03-19
271255,2016-03-27
271255,2016-05-01
271255,2016-05-08
271255,2016-05-10
271255,2016-05-22
271255,2016-05-29
271255,2016-06-09
271255,2016-06-18
271255,2016-07-09
271255,2016-07-10
271255,2016-07-17
271255,2016-07-23
271255,2016-07-27
271255,2016-07-31
271255,2016-08-05
271255,2016-08-12
271255,2016-08-15
271255,2016-09-02
271255,2016-09-04
271255,2016-09-09
271255,2016-09-12
271255,2016-09-21
271255,2016-09-26
271255,2016-09-30
271255,2016-10-03
271255,2016-10-11
271255,2016-10-24
271255,2016-10-28
271255,2016-12-16
271255,2016-12-18
271255,2016-12-22
271255,2016-12-28
271255,2016-12-29
271255,2017-01-01
271255,2017-02-09
271255,2017-02-20
271255,2017-03-06
271255,2017-03-08
271255,2017-04-02
271255,2017-04-11
271255,2017-04-24
271255,2017-04-30
271255,2017-05-05
271255,2017-05-11
271255,2017-05-28
271255,2017-05-30
271255,2017-06-12
271255,2017-06-15
271255,2017-06-30
271255,2017-07-03
271255,2017-07-05
271255,2017-07-09
271255,2017-07-14
271255,2017-07-21
271255,2017-07-26
271255,2017-07-28
271255,2017-08-01
271255,2017-08-03
271255,2017-08-08
271255,2017-08-16
271255,2017-08-18
271255,2017-08-29
271255,2017-09-05
271255,2017-09-11
271255,2017-09-13
271255,2017-09-17
271255,2017-09-19
271255,2017-09-27
271255,2017-10-02
271255,2017-10-06
271255,2017-10-10
271255,2017-10-18
271255,2017-10-22
271255,2017-10-31
271255,2017-11-06
271255,2017-11-20
271255,2017-11-27
271255,2017-12-03
271255,2017-12-30
271255,2018-01-02
271255,2018-02-18
271255,2018-03-11
271255,2018-03-14
271255,2018-03-27
271255,2018-04-03
271255,2018-04-07
271255,2018-04-21
271255,2018-04-23
271255,2018-04-30
271255,2018-05-11
271255,2018-05-15
271255,2018-05-20
271255,2018-05-28
271255,2018-05-30
271255,2018-06-11
271255,2018-06-14
271255,2018-06-17
271255,2018-06-20
271255,2018-06-28
271255,2018-07-02
271255,2018-07-09
271255,2018-07-13
271255,2018-07-19
271255,2018-07-25
271255,2018-07-28
271255,2018-08-02
271255,2018-08-05
271255,2018-08-12
271255,2018-08-26
271255,2018-08-29
271255,2018-09-03
271255,2018-09-07
271255,2018-09-13
271255,2018-09-14
271255,2018-09-27
271255,2018-10-03
271255,2018-10-11
271255,2018-10-13
271255,2018-10-16
271255,2018-10-24
271255,2018-10-29
271255,2018-10-31
271255,2018-11-02
271255,2018-11-18
271255,2018-12-03
271255,2018-12-10
271255,2018-12-14
271255,2018-12-16
271255,2018-12-23
271255,2019-01-03
271255,2019-03-10
271255,2019-03-18
271255,2019-04-06
271255,2019-04-09
271255,2019-04-15
271255,2019-04-21
271255,2019-04-28
271255,2019-05-05
271255,2019-05-19
271255,2019-05-23
271255,2019-05-25
271255,2019-05-27
271255,2019-06-02
271255,2019-06-07
271255,2019-06-09
271255,2019-06-11
271255,2019-06-28
271255,2019-07-02
271255,2019-07-05
271255,2019-07-21
271255,2019-07-30
271255,2019-08-02
271255,2019-08-04
271255,2019-08-11
271255,2019-08-22
271255,2019-08-25
271255,2019-08-29
271255,2019-08-30
271255,2019-09-07
271255,2019-09-16
271255,2019-09-19
271255,2019-09-25
271255,2019-09-27
271255,2019-09-30
271255,2019-10-04
271255,2019-10-07
271255,2019-10-16
271255,2019-10-24
271255,2019-10-27
271255,2019-11-03
271255,2019-11-10
271255,2019-11-30
271255,2019-12-15
271255,2020-01-05
271255,2020-01-20
271255,2020-02-13
419426,2012-05-09
419426,2012-08-29
419426,2012-09-09
419426,2013-03-15
419426,2013-03-22
419426,2013-04-12
